inputfile,table,encoding,check,result,expectedResult,time
./benchmarkTables/Table2_100.rt,Table2,UeUfVs,completeness,Complete,Complete,0.925
./benchmarkTables/Table3_100.rt,Table3,UeArFs,completeness,Unknown,Incomplete,25.637
./benchmarkTables/Table3_100.rt,Table3,UeArVs,completeness,Unknown,Incomplete,29.442
./benchmarkTables/Table3_100.rt,Table3,UeUfFs,completeness,Unknown,Incomplete,22.951
./benchmarkTables/Table3_100.rt,Table3,UeUfVs,completeness,Unknown,Incomplete,64.866
./benchmarkTables/Table4_100.rt,Table4,UeArFs,completeness,Complete,Complete,0.938
./benchmarkTables/Table4_100.rt,Table4,UeArVs,completeness,Complete,Complete,0.939
./benchmarkTables/Table4_100.rt,Table4,UeUfFs,completeness,Complete,Complete,0.915
./benchmarkTables/Table4_100.rt,Table4,UeUfVs,completeness,Complete,Complete,0.924
./benchmarkTables/Table1_150.rt,Table1,UeArFs,completeness,Unknown,Incomplete,36.613
./benchmarkTables/Table1_150.rt,Table1,UeArVs,completeness,Unknown,Incomplete,28.735
./benchmarkTables/Table1_150.rt,Table1,UeUfFs,completeness,Unknown,Incomplete,22.216
./benchmarkTables/Table1_150.rt,Table1,UeUfVs,completeness,Unknown,Incomplete,36.011
./benchmarkTables/Table2_150.rt,Table2,UeArFs,completeness,Complete,Complete,0.920
./benchmarkTables/Table2_150.rt,Table2,UeArVs,completeness,Complete,Complete,0.918
./benchmarkTables/Table2_150.rt,Table2,UeUfFs,completeness,Complete,Complete,0.918
./benchmarkTables/Table2_150.rt,Table2,UeUfVs,completeness,Complete,Complete,0.926
./benchmarkTables/Table3_150.rt,Table3,UeArFs,completeness,Unknown,Incomplete,26.047
./benchmarkTables/Table3_150.rt,Table3,UeArVs,completeness,Unknown,Incomplete,29.609
./benchmarkTables/Table3_150.rt,Table3,UeUfFs,completeness,Unknown,Incomplete,22.947
./benchmarkTables/Table3_150.rt,Table3,UeUfVs,completeness,Unknown,Incomplete,62.688
./benchmarkTables/Table4_150.rt,Table4,UeArFs,completeness,Complete,Complete,0.922
./benchmarkTables/Table4_150.rt,Table4,UeArVs,completeness,Complete,Complete,0.907
./benchmarkTables/Table4_150.rt,Table4,UeUfFs,completeness,Complete,Complete,0.930
./benchmarkTables/Table4_150.rt,Table4,UeUfVs,completeness,Complete,Complete,0.931
./benchmarkTables/Table1_200.rt,Table1,UeArFs,completeness,Unknown,Incomplete,30.554
./benchmarkTables/Table1_200.rt,Table1,UeArVs,completeness,Unknown,Incomplete,28.992
./benchmarkTables/Table1_200.rt,Table1,UeUfFs,completeness,Unknown,Incomplete,22.566
./benchmarkTables/Table1_200.rt,Table1,UeUfVs,completeness,Unknown,Incomplete,35.588
./benchmarkTables/Table2_200.rt,Table2,UeArFs,completeness,Complete,Complete,0.922
./benchmarkTables/Table2_200.rt,Table2,UeArVs,completeness,Complete,Complete,0.931
./benchmarkTables/Table2_200.rt,Table2,UeUfFs,completeness,Complete,Complete,0.928
./benchmarkTables/Table2_200.rt,Table2,UeUfVs,completeness,Complete,Complete,0.897
./benchmarkTables/Table3_200.rt,Table3,UeArFs,completeness,Unknown,Incomplete,25.953
./benchmarkTables/Table3_200.rt,Table3,UeArVs,completeness,Unknown,Incomplete,29.241
./benchmarkTables/Table3_200.rt,Table3,UeUfFs,completeness,Unknown,Incomplete,22.672
./benchmarkTables/Table3_200.rt,Table3,UeUfVs,completeness,Unknown,Incomplete,61.482
./benchmarkTables/Table4_200.rt,Table4,UeArFs,completeness,Complete,Complete,0.908
./benchmarkTables/Table4_200.rt,Table4,UeArVs,completeness,Complete,Complete,0.897
./benchmarkTables/Table4_200.rt,Table4,UeUfFs,completeness,Complete,Complete,0.927
./benchmarkTables/Table4_200.rt,Table4,UeUfVs,completeness,Complete,Complete,0.908
./benchmarkTables/Table1_250.rt,Table1,UeArFs,completeness,Unknown,Incomplete,40.633
./benchmarkTables/Table1_250.rt,Table1,UeArVs,completeness,Unknown,Incomplete,29.749
./benchmarkTables/Table1_250.rt,Table1,UeUfFs,completeness,Unknown,Incomplete,21.731
./benchmarkTables/Table1_250.rt,Table1,UeUfVs,completeness,Unknown,Incomplete,36.666
./benchmarkTables/Table2_250.rt,Table2,UeArFs,completeness,Complete,Complete,0.917
./benchmarkTables/Table2_250.rt,Table2,UeArVs,completeness,Complete,Complete,0.932
./benchmarkTables/Table2_250.rt,Table2,UeUfFs,completeness,Complete,Complete,0.905
./benchmarkTables/Table2_250.rt,Table2,UeUfVs,completeness,Complete,Complete,0.940
./benchmarkTables/Table3_250.rt,Table3,UeArFs,completeness,Unknown,Incomplete,26.329
./benchmarkTables/Table3_250.rt,Table3,UeArVs,completeness,Unknown,Incomplete,30.133
./benchmarkTables/Table3_250.rt,Table3,UeUfFs,completeness,Unknown,Incomplete,22.846
./benchmarkTables/Table3_250.rt,Table3,UeUfVs,completeness,Unknown,Incomplete,63.807
./benchmarkTables/Table4_250.rt,Table4,UeArFs,completeness,Complete,Complete,0.920
./benchmarkTables/Table4_250.rt,Table4,UeArVs,completeness,Complete,Complete,0.936
./benchmarkTables/Table4_250.rt,Table4,UeUfFs,completeness,Complete,Complete,0.929
./benchmarkTables/Table4_250.rt,Table4,UeUfVs,completeness,Complete,Complete,0.936
./benchmarkTables/Table1_300.rt,Table1,UeArFs,completeness,Unknown,Incomplete,30.034
./benchmarkTables/Table1_300.rt,Table1,UeArVs,completeness,Unknown,Incomplete,30.288
./benchmarkTables/Table1_300.rt,Table1,UeUfFs,completeness,Unknown,Incomplete,20.879
./benchmarkTables/Table1_300.rt,Table1,UeUfVs,completeness,Unknown,Incomplete,36.509
./benchmarkTables/Table2_300.rt,Table2,UeArFs,completeness,Complete,Complete,0.936
./benchmarkTables/Table2_300.rt,Table2,UeArVs,completeness,Complete,Complete,0.895
./benchmarkTables/Table2_300.rt,Table2,UeUfFs,completeness,Complete,Complete,0.916
./benchmarkTables/Table2_300.rt,Table2,UeUfVs,completeness,Complete,Complete,0.905
./benchmarkTables/Table3_300.rt,Table3,UeArFs,completeness,Unknown,Incomplete,25.950
./benchmarkTables/Table3_300.rt,Table3,UeArVs,completeness,Unknown,Incomplete,29.630
./benchmarkTables/Table3_300.rt,Table3,UeUfFs,completeness,Unknown,Incomplete,22.628
./benchmarkTables/Table3_300.rt,Table3,UeUfVs,completeness,Unknown,Incomplete,64.262
./benchmarkTables/Table4_300.rt,Table4,UeArFs,completeness,Complete,Complete,0.946
./benchmarkTables/Table4_300.rt,Table4,UeArVs,completeness,Complete,Complete,0.924
./benchmarkTables/Table4_300.rt,Table4,UeUfFs,completeness,Complete,Complete,0.919
./benchmarkTables/Table4_300.rt,Table4,UeUfVs,completeness,Complete,Complete,0.930
./benchmarkTables/Table1_350.rt,Table1,UeArFs,completeness,Unknown,Incomplete,23.355
./benchmarkTables/Table1_350.rt,Table1,UeArVs,completeness,Unknown,Incomplete,29.610
./benchmarkTables/Table1_350.rt,Table1,UeUfFs,completeness,Unknown,Incomplete,21.912
./benchmarkTables/Table1_350.rt,Table1,UeUfVs,completeness,Unknown,Incomplete,36.024
./benchmarkTables/Table2_350.rt,Table2,UeArFs,completeness,Complete,Complete,0.934
./benchmarkTables/Table2_350.rt,Table2,UeArVs,completeness,Complete,Complete,0.928
./benchmarkTables/Table2_350.rt,Table2,UeUfFs,completeness,Complete,Complete,0.902
./benchmarkTables/Table2_350.rt,Table2,UeUfVs,completeness,Complete,Complete,0.923
./benchmarkTables/Table3_350.rt,Table3,UeArFs,completeness,Unknown,Incomplete,26.112
./benchmarkTables/Table3_350.rt,Table3,UeArVs,completeness,Unknown,Incomplete,29.805
./benchmarkTables/Table3_350.rt,Table3,UeUfFs,completeness,Unknown,Incomplete,22.742
./benchmarkTables/Table3_350.rt,Table3,UeUfVs,completeness,Unknown,Incomplete,63.204
./benchmarkTables/Table4_350.rt,Table4,UeArFs,completeness,Complete,Complete,0.905
./benchmarkTables/Table4_350.rt,Table4,UeArVs,completeness,Complete,Complete,0.929
./benchmarkTables/Table4_350.rt,Table4,UeUfFs,completeness,Complete,Complete,0.910
./benchmarkTables/Table4_350.rt,Table4,UeUfVs,completeness,Complete,Complete,0.904
./benchmarkTables/Table1_400.rt,Table1,UeArFs,completeness,Unknown,Incomplete,27.381
./benchmarkTables/Table1_400.rt,Table1,UeArVs,completeness,Unknown,Incomplete,29.684
./benchmarkTables/Table1_400.rt,Table1,UeUfFs,completeness,Unknown,Incomplete,22.083
./benchmarkTables/Table1_400.rt,Table1,UeUfVs,completeness,Unknown,Incomplete,36.552
./benchmarkTables/Table2_400.rt,Table2,UeArFs,completeness,Complete,Complete,0.897
./benchmarkTables/Table2_400.rt,Table2,UeArVs,completeness,Complete,Complete,0.917
./benchmarkTables/Table2_400.rt,Table2,UeUfFs,completeness,Complete,Complete,0.902
./benchmarkTables/Table2_400.rt,Table2,UeUfVs,completeness,Complete,Complete,0.948
./benchmarkTables/Table3_400.rt,Table3,UeArFs,completeness,Unknown,Incomplete,26.250
./benchmarkTables/Table3_400.rt,Table3,UeArVs,completeness,Unknown,Incomplete,30.355
./benchmarkTables/Table3_400.rt,Table3,UeUfFs,completeness,Unknown,Incomplete,22.653
./benchmarkTables/Table3_400.rt,Table3,UeUfVs,completeness,Unknown,Incomplete,63.528
./benchmarkTables/Table4_400.rt,Table4,UeArFs,completeness,Complete,Complete,0.925
./benchmarkTables/Table4_400.rt,Table4,UeArVs,completeness,Complete,Complete,0.902
./benchmarkTables/Table4_400.rt,Table4,UeUfFs,completeness,Complete,Complete,0.944
./benchmarkTables/Table4_400.rt,Table4,UeUfVs,completeness,Complete,Complete,0.950
./benchmarkTables/Table1_450.rt,Table1,UeArFs,completeness,Unknown,Incomplete,34.670
./benchmarkTables/Table1_450.rt,Table1,UeArVs,completeness,Unknown,Incomplete,30.736
./benchmarkTables/Table1_450.rt,Table1,UeUfFs,completeness,Unknown,Incomplete,21.950
./benchmarkTables/Table1_450.rt,Table1,UeUfVs,completeness,Unknown,Incomplete,36.326
./benchmarkTables/Table2_450.rt,Table2,UeArFs,completeness,Complete,Complete,0.902
./benchmarkTables/Table2_450.rt,Table2,UeArVs,completeness,Complete,Complete,0.905
./benchmarkTables/Table2_450.rt,Table2,UeUfFs,completeness,Complete,Complete,0.930
./benchmarkTables/Table2_450.rt,Table2,UeUfVs,completeness,Complete,Complete,0.910
./benchmarkTables/Table3_450.rt,Table3,UeArFs,completeness,Unknown,Incomplete,26.095
./benchmarkTables/Table3_450.rt,Table3,UeArVs,completeness,Unknown,Incomplete,29.996
./benchmarkTables/Table3_450.rt,Table3,UeUfFs,completeness,Unknown,Incomplete,23.248
./benchmarkTables/Table3_450.rt,Table3,UeUfVs,completeness,Unknown,Incomplete,64.614
./benchmarkTables/Table4_450.rt,Table4,UeArFs,completeness,Complete,Complete,0.926
./benchmarkTables/Table4_450.rt,Table4,UeArVs,completeness,Complete,Complete,0.918
./benchmarkTables/Table4_450.rt,Table4,UeUfFs,completeness,Complete,Complete,0.918
./benchmarkTables/Table4_450.rt,Table4,UeUfVs,completeness,Complete,Complete,0.919
./benchmarkTables/Table1_500.rt,Table1,UeArFs,completeness,Unknown,Incomplete,30.363
./benchmarkTables/Table1_500.rt,Table1,UeArVs,completeness,Unknown,Incomplete,30.162
./benchmarkTables/Table1_500.rt,Table1,UeUfFs,completeness,Unknown,Incomplete,22.328
./benchmarkTables/Table1_500.rt,Table1,UeUfVs,completeness,Unknown,Incomplete,36.856
./benchmarkTables/Table2_500.rt,Table2,UeArFs,completeness,Complete,Complete,0.894
./benchmarkTables/Table2_500.rt,Table2,UeArVs,completeness,Complete,Complete,0.914
./benchmarkTables/Table2_500.rt,Table2,UeUfFs,completeness,Complete,Complete,0.928
./benchmarkTables/Table2_500.rt,Table2,UeUfVs,completeness,Complete,Complete,0.910
./benchmarkTables/Table3_500.rt,Table3,UeArFs,completeness,Unknown,Incomplete,26.061
./benchmarkTables/Table3_500.rt,Table3,UeArVs,completeness,Unknown,Incomplete,29.439
./benchmarkTables/Table3_500.rt,Table3,UeUfFs,completeness,Unknown,Incomplete,22.704
./benchmarkTables/Table3_500.rt,Table3,UeUfVs,completeness,Unknown,Incomplete,64.767
./benchmarkTables/Table4_500.rt,Table4,UeArFs,completeness,Complete,Complete,0.902
./benchmarkTables/Table4_500.rt,Table4,UeArVs,completeness,Complete,Complete,0.914
./benchmarkTables/Table4_500.rt,Table4,UeUfFs,completeness,Complete,Complete,0.911
./benchmarkTables/Table4_500.rt,Table4,UeUfVs,completeness,Complete,Complete,0.916
./benchmarkTables/Table1_550.rt,Table1,UeArFs,completeness,Unknown,Incomplete,30.879
./benchmarkTables/Table1_550.rt,Table1,UeArVs,completeness,Unknown,Incomplete,29.342
./benchmarkTables/Table1_550.rt,Table1,UeUfFs,completeness,Unknown,Incomplete,20.674
./benchmarkTables/Table1_550.rt,Table1,UeUfVs,completeness,Unknown,Incomplete,35.865
./benchmarkTables/Table2_550.rt,Table2,UeArFs,completeness,Complete,Complete,0.927
./benchmarkTables/Table2_550.rt,Table2,UeArVs,completeness,Complete,Complete,0.925
./benchmarkTables/Table2_550.rt,Table2,UeUfFs,completeness,Complete,Complete,0.913
./benchmarkTables/Table2_550.rt,Table2,UeUfVs,completeness,Complete,Complete,0.915
./benchmarkTables/Table3_550.rt,Table3,UeArFs,completeness,Unknown,Incomplete,25.907
./benchmarkTables/Table3_550.rt,Table3,UeArVs,completeness,Unknown,Incomplete,29.690
./benchmarkTables/Table3_550.rt,Table3,UeUfFs,completeness,Unknown,Incomplete,22.966
./benchmarkTables/Table3_550.rt,Table3,UeUfVs,completeness,Unknown,Incomplete,63.474
./benchmarkTables/Table4_550.rt,Table4,UeArFs,completeness,Complete,Complete,0.919
./benchmarkTables/Table4_550.rt,Table4,UeArVs,completeness,Complete,Complete,0.910
./benchmarkTables/Table4_550.rt,Table4,UeUfFs,completeness,Complete,Complete,0.944
./benchmarkTables/Table4_550.rt,Table4,UeUfVs,completeness,Complete,Complete,0.930
./benchmarkTables/Table1_600.rt,Table1,UeArFs,completeness,Unknown,Incomplete,31.435
./benchmarkTables/Table1_600.rt,Table1,UeArVs,completeness,Unknown,Incomplete,32.343
./benchmarkTables/Table1_600.rt,Table1,UeUfFs,completeness,Unknown,Incomplete,22.457
./benchmarkTables/Table1_600.rt,Table1,UeUfVs,completeness,Unknown,Incomplete,36.481
./benchmarkTables/Table2_600.rt,Table2,UeArFs,completeness,Complete,Complete,0.920
./benchmarkTables/Table2_600.rt,Table2,UeArVs,completeness,Complete,Complete,0.909
./benchmarkTables/Table2_600.rt,Table2,UeUfFs,completeness,Complete,Complete,0.916
./benchmarkTables/Table2_600.rt,Table2,UeUfVs,completeness,Complete,Complete,0.908
./benchmarkTables/Table3_600.rt,Table3,UeArFs,completeness,Unknown,Incomplete,25.829
./benchmarkTables/Table3_600.rt,Table3,UeArVs,completeness,Unknown,Incomplete,30.529
./benchmarkTables/Table3_600.rt,Table3,UeUfFs,completeness,Unknown,Incomplete,22.923
./benchmarkTables/Table3_600.rt,Table3,UeUfVs,completeness,Unknown,Incomplete,63.382
./benchmarkTables/Table4_600.rt,Table4,UeArFs,completeness,Complete,Complete,0.940
./benchmarkTables/Table4_600.rt,Table4,UeArVs,completeness,Complete,Complete,0.927
./benchmarkTables/Table4_600.rt,Table4,UeUfFs,completeness,Complete,Complete,0.929
./benchmarkTables/Table4_600.rt,Table4,UeUfVs,completeness,Complete,Complete,0.935
./benchmarkTables/Table1_650.rt,Table1,UeArFs,completeness,Unknown,Incomplete,23.372
./benchmarkTables/Table1_650.rt,Table1,UeArVs,completeness,Unknown,Incomplete,29.147
./benchmarkTables/Table1_650.rt,Table1,UeUfFs,completeness,Unknown,Incomplete,22.104
./benchmarkTables/Table1_650.rt,Table1,UeUfVs,completeness,Unknown,Incomplete,36.263
./benchmarkTables/Table2_650.rt,Table2,UeArFs,completeness,Complete,Complete,0.928
./benchmarkTables/Table2_650.rt,Table2,UeArVs,completeness,Complete,Complete,0.913
./benchmarkTables/Table2_650.rt,Table2,UeUfFs,completeness,Complete,Complete,0.892
./benchmarkTables/Table2_650.rt,Table2,UeUfVs,completeness,Complete,Complete,0.911
./benchmarkTables/Table3_650.rt,Table3,UeArFs,completeness,Unknown,Incomplete,25.972
./benchmarkTables/Table3_650.rt,Table3,UeArVs,completeness,Unknown,Incomplete,30.373
./benchmarkTables/Table3_650.rt,Table3,UeUfFs,completeness,Unknown,Incomplete,23.176
./benchmarkTables/Table3_650.rt,Table3,UeUfVs,completeness,Unknown,Incomplete,63.626
./benchmarkTables/Table4_650.rt,Table4,UeArFs,completeness,Complete,Complete,0.919
./benchmarkTables/Table4_650.rt,Table4,UeArVs,completeness,Complete,Complete,0.929
./benchmarkTables/Table4_650.rt,Table4,UeUfFs,completeness,Complete,Complete,0.936
./benchmarkTables/Table4_650.rt,Table4,UeUfVs,completeness,Complete,Complete,0.934
./benchmarkTables/Table1_700.rt,Table1,UeArFs,completeness,Unknown,Incomplete,23.182
./benchmarkTables/Table1_700.rt,Table1,UeArVs,completeness,Unknown,Incomplete,30.042
./benchmarkTables/Table1_700.rt,Table1,UeUfFs,completeness,Unknown,Incomplete,22.291
./benchmarkTables/Table1_700.rt,Table1,UeUfVs,completeness,Unknown,Incomplete,37.063
./benchmarkTables/Table2_700.rt,Table2,UeArFs,completeness,Complete,Complete,0.923
./benchmarkTables/Table2_700.rt,Table2,UeArVs,completeness,Complete,Complete,0.925
./benchmarkTables/Table2_700.rt,Table2,UeUfFs,completeness,Complete,Complete,0.910
./benchmarkTables/Table2_700.rt,Table2,UeUfVs,completeness,Complete,Complete,0.913
./benchmarkTables/Table3_700.rt,Table3,UeArFs,completeness,Unknown,Incomplete,26.298
./benchmarkTables/Table3_700.rt,Table3,UeArVs,completeness,Unknown,Incomplete,29.887
./benchmarkTables/Table3_700.rt,Table3,UeUfFs,completeness,Unknown,Incomplete,22.735
./benchmarkTables/Table3_700.rt,Table3,UeUfVs,completeness,Unknown,Incomplete,63.926
./benchmarkTables/Table4_700.rt,Table4,UeArFs,completeness,Complete,Complete,0.929
./benchmarkTables/Table4_700.rt,Table4,UeArVs,completeness,Complete,Complete,0.911
./benchmarkTables/Table4_700.rt,Table4,UeUfFs,completeness,Complete,Complete,0.907
./benchmarkTables/Table4_700.rt,Table4,UeUfVs,completeness,Complete,Complete,0.918
./benchmarkTables/Table1_750.rt,Table1,UeArFs,completeness,Unknown,Incomplete,24.407
./benchmarkTables/Table1_750.rt,Table1,UeArVs,completeness,Unknown,Incomplete,29.397
./benchmarkTables/Table1_750.rt,Table1,UeUfFs,completeness,Unknown,Incomplete,22.405
./benchmarkTables/Table1_750.rt,Table1,UeUfVs,completeness,Unknown,Incomplete,36.171
./benchmarkTables/Table2_750.rt,Table2,UeArFs,completeness,Complete,Complete,0.904
./benchmarkTables/Table2_750.rt,Table2,UeArVs,completeness,Complete,Complete,0.918
./benchmarkTables/Table2_750.rt,Table2,UeUfFs,completeness,Complete,Complete,0.921
./benchmarkTables/Table2_750.rt,Table2,UeUfVs,completeness,Complete,Complete,0.925
./benchmarkTables/Table3_750.rt,Table3,UeArFs,completeness,Unknown,Incomplete,26.586
./benchmarkTables/Table3_750.rt,Table3,UeArVs,completeness,Unknown,Incomplete,30.284
./benchmarkTables/Table3_750.rt,Table3,UeUfFs,completeness,Unknown,Incomplete,22.985
./benchmarkTables/Table3_750.rt,Table3,UeUfVs,completeness,Unknown,Incomplete,63.525
./benchmarkTables/Table4_750.rt,Table4,UeArFs,completeness,Complete,Complete,0.946
./benchmarkTables/Table4_750.rt,Table4,UeArVs,completeness,Complete,Complete,0.949
./benchmarkTables/Table4_750.rt,Table4,UeUfFs,completeness,Complete,Complete,0.934
./benchmarkTables/Table4_750.rt,Table4,UeUfVs,completeness,Complete,Complete,0.939
./benchmarkTables/Table1_800.rt,Table1,UeArFs,completeness,Unknown,Incomplete,40.710
./benchmarkTables/Table1_800.rt,Table1,UeArVs,completeness,Unknown,Incomplete,29.289
./benchmarkTables/Table1_800.rt,Table1,UeUfFs,completeness,Unknown,Incomplete,22.299
./benchmarkTables/Table1_800.rt,Table1,UeUfVs,completeness,Unknown,Incomplete,36.813
./benchmarkTables/Table2_800.rt,Table2,UeArFs,completeness,Complete,Complete,0.930
./benchmarkTables/Table2_800.rt,Table2,UeArVs,completeness,Complete,Complete,0.910
./benchmarkTables/Table2_800.rt,Table2,UeUfFs,completeness,Complete,Complete,0.905
./benchmarkTables/Table2_800.rt,Table2,UeUfVs,completeness,Complete,Complete,0.920
./benchmarkTables/Table3_800.rt,Table3,UeArFs,completeness,Unknown,Incomplete,25.913
./benchmarkTables/Table3_800.rt,Table3,UeArVs,completeness,Unknown,Incomplete,30.244
./benchmarkTables/Table3_800.rt,Table3,UeUfFs,completeness,Unknown,Incomplete,22.673
./benchmarkTables/Table3_800.rt,Table3,UeUfVs,completeness,Unknown,Incomplete,65.179
./benchmarkTables/Table4_800.rt,Table4,UeArFs,completeness,Complete,Complete,0.914
./benchmarkTables/Table4_800.rt,Table4,UeArVs,completeness,Complete,Complete,0.901
./benchmarkTables/Table4_800.rt,Table4,UeUfFs,completeness,Complete,Complete,0.927
./benchmarkTables/Table4_800.rt,Table4,UeUfVs,completeness,Complete,Complete,0.926
./benchmarkTables/Table1_850.rt,Table1,UeArFs,completeness,Unknown,Incomplete,24.857
./benchmarkTables/Table1_850.rt,Table1,UeArVs,completeness,Unknown,Incomplete,32.792
./benchmarkTables/Table1_850.rt,Table1,UeUfFs,completeness,Unknown,Incomplete,21.082
./benchmarkTables/Table1_850.rt,Table1,UeUfVs,completeness,Unknown,Incomplete,36.173
./benchmarkTables/Table2_850.rt,Table2,UeArFs,completeness,Complete,Complete,0.908
./benchmarkTables/Table2_850.rt,Table2,UeArVs,completeness,Complete,Complete,0.916
./benchmarkTables/Table2_850.rt,Table2,UeUfFs,completeness,Complete,Complete,0.894
./benchmarkTables/Table2_850.rt,Table2,UeUfVs,completeness,Complete,Complete,0.922
./benchmarkTables/Table3_850.rt,Table3,UeArFs,completeness,Unknown,Incomplete,25.864
./benchmarkTables/Table3_850.rt,Table3,UeArVs,completeness,Unknown,Incomplete,29.404
./benchmarkTables/Table3_850.rt,Table3,UeUfFs,completeness,Unknown,Incomplete,22.839
./benchmarkTables/Table3_850.rt,Table3,UeUfVs,completeness,Unknown,Incomplete,65.069
./benchmarkTables/Table4_850.rt,Table4,UeArFs,completeness,Complete,Complete,0.936
./benchmarkTables/Table4_850.rt,Table4,UeArVs,completeness,Complete,Complete,0.918
./benchmarkTables/Table4_850.rt,Table4,UeUfFs,completeness,Complete,Complete,0.924
./benchmarkTables/Table4_850.rt,Table4,UeUfVs,completeness,Complete,Complete,0.922
./benchmarkTables/Table1_900.rt,Table1,UeArFs,completeness,Unknown,Incomplete,34.188
./benchmarkTables/Table1_900.rt,Table1,UeArVs,completeness,Unknown,Incomplete,29.794
./benchmarkTables/Table1_900.rt,Table1,UeUfFs,completeness,Unknown,Incomplete,22.137
./benchmarkTables/Table1_900.rt,Table1,UeUfVs,completeness,Unknown,Incomplete,36.933
./benchmarkTables/Table2_900.rt,Table2,UeArFs,completeness,Complete,Complete,0.941
./benchmarkTables/Table2_900.rt,Table2,UeArVs,completeness,Complete,Complete,0.942
./benchmarkTables/Table2_900.rt,Table2,UeUfFs,completeness,Complete,Complete,0.960
./benchmarkTables/Table2_900.rt,Table2,UeUfVs,completeness,Complete,Complete,0.920
./benchmarkTables/Table3_900.rt,Table3,UeArFs,completeness,Unknown,Incomplete,26.417
./benchmarkTables/Table3_900.rt,Table3,UeArVs,completeness,Unknown,Incomplete,29.634
./benchmarkTables/Table3_900.rt,Table3,UeUfFs,completeness,Unknown,Incomplete,23.024
./benchmarkTables/Table3_900.rt,Table3,UeUfVs,completeness,Unknown,Incomplete,64.057
./benchmarkTables/Table4_900.rt,Table4,UeArFs,completeness,Complete,Complete,0.949
./benchmarkTables/Table4_900.rt,Table4,UeArVs,completeness,Complete,Complete,0.943
./benchmarkTables/Table4_900.rt,Table4,UeUfFs,completeness,Complete,Complete,0.933
./benchmarkTables/Table4_900.rt,Table4,UeUfVs,completeness,Complete,Complete,0.941
./benchmarkTables/Table1_950.rt,Table1,UeArFs,completeness,Unknown,Incomplete,32.571
./benchmarkTables/Table1_950.rt,Table1,UeArVs,completeness,Unknown,Incomplete,29.356
./benchmarkTables/Table1_950.rt,Table1,UeUfFs,completeness,Unknown,Incomplete,20.897
./benchmarkTables/Table1_950.rt,Table1,UeUfVs,completeness,Unknown,Incomplete,36.278
./benchmarkTables/Table2_950.rt,Table2,UeArFs,completeness,Complete,Complete,0.912
./benchmarkTables/Table2_950.rt,Table2,UeArVs,completeness,Complete,Complete,0.920
./benchmarkTables/Table2_950.rt,Table2,UeUfFs,completeness,Complete,Complete,0.911
./benchmarkTables/Table2_950.rt,Table2,UeUfVs,completeness,Complete,Complete,0.925
./benchmarkTables/Table3_950.rt,Table3,UeArFs,completeness,Unknown,Incomplete,25.922
./benchmarkTables/Table3_950.rt,Table3,UeArVs,completeness,Unknown,Incomplete,30.933
./benchmarkTables/Table3_950.rt,Table3,UeUfFs,completeness,Unknown,Incomplete,22.693
./benchmarkTables/Table3_950.rt,Table3,UeUfVs,completeness,Unknown,Incomplete,65.449
./benchmarkTables/Table4_950.rt,Table4,UeArFs,completeness,Complete,Complete,0.929
./benchmarkTables/Table4_950.rt,Table4,UeArVs,completeness,Complete,Complete,0.935
./benchmarkTables/Table4_950.rt,Table4,UeUfFs,completeness,Complete,Complete,0.884
